Name,Link,OfficialTitle,LegisType,BillStage
BILLS-115s3220is,https://www.govinfo.gov/content/pkg/BILLS-115s3220is/xml/BILLS-115s3220is.xml,To establish the Refund to Rainy Day Savings Program.,A BILL,Introduced-in-Senate
BILLS-115s691rs,https://www.govinfo.gov/content/pkg/BILLS-115s691rs/xml/BILLS-115s691rs.xml,"To extend Federal recognition to the Chickahominy Indian Tribe, the Chickahominy Indian
			 Tribe—Eastern Division, the Upper Mattaponi Tribe, the Rappahannock Tribe,
			 Inc., the Monacan Indian Nation, and the Nansemond Indian Tribe.",A BILL,Reported-in-Senate
BILLS-115s1112rs,https://www.govinfo.gov/content/pkg/BILLS-115s1112rs/xml/BILLS-115s1112rs.xml,"To support States in their work to save and sustain the health of mothers during pregnancy,
			 childbirth, and in the postpartum period, to eliminate disparities in
			 maternal health outcomes for pregnancy-related and pregnancy-associated
			 deaths, to identify solutions to improve health care quality and health
			 outcomes for mothers, and for other purposes.",A BILL,Reported-in-Senate
BILLS-115s1312rs,https://www.govinfo.gov/content/pkg/BILLS-115s1312rs/xml/BILLS-115s1312rs.xml,To prioritize the fight against human trafficking in the United States.,A BILL,Reported-in-Senate
BILLS-115hr3257ih,https://www.govinfo.gov/content/pkg/BILLS-115hr3257ih/xml/BILLS-115hr3257ih.xml,"To provide certain reforms to promote accountability and efficiency in the civil service, and for
			 other purposes.",A BILL,Introduced-in-House
BILLS-115hr984ih,https://www.govinfo.gov/content/pkg/BILLS-115hr984ih/xml/BILLS-115hr984ih.xml,"To extend Federal recognition to the Chickahominy Indian Tribe, the Chickahominy Indian
			 Tribe—Eastern Division, the Upper Mattaponi Tribe, the Rappahannock Tribe,
			 Inc., the Monacan Indian Nation, and the Nansemond Indian Tribe.",A BILL,Introduced-in-House
BILLS-115s691is,https://www.govinfo.gov/content/pkg/BILLS-115s691is/xml/BILLS-115s691is.xml,"To extend Federal recognition to the Chickahominy Indian Tribe, the Chickahominy Indian
			 Tribe—Eastern Division, the Upper Mattaponi Tribe, the Rappahannock Tribe,
			 Inc., the Monacan Indian Nation, and the Nansemond Indian Tribe.",A BILL,Introduced-in-Senate
BILLS-115s2598is,https://www.govinfo.gov/content/pkg/BILLS-115s2598is/xml/BILLS-115s2598is.xml,"To establish State-Federal partnerships to provide students the opportunity to attain higher
			 education at in-State public institutions of higher education without
			 debt, to provide Federal Pell Grant eligibility to DREAMer students, to
			 repeal suspension of eligibility under the Higher Education Act of 1965
			 for drug-related offenses, and for other purposes.",A BILL,Introduced-in-Senate
BILLS-115hr3778ih,https://www.govinfo.gov/content/pkg/BILLS-115hr3778ih/xml/BILLS-115hr3778ih.xml,"To award grants for the recruitment, retention, and advancement of direct care workers.",A BILL,Introduced-in-House
BILLS-115hr1673ih,https://www.govinfo.gov/content/pkg/BILLS-115hr1673ih/xml/BILLS-115hr1673ih.xml,"To establish a trust fund to provide for adequate funding for water and sewer infrastructure, and
			 for other purposes.",A BILL,Introduced-in-House
BILLS-115hr5384ih,https://www.govinfo.gov/content/pkg/BILLS-115hr5384ih/xml/BILLS-115hr5384ih.xml,"To establish State-Federal partnerships to provide students the opportunity to attain higher
			 education at in-State public institutions of higher education without
			 debt, to provide Federal Pell Grant eligibility to DREAMer students, to
			 repeal suspension of eligibility under the Higher Education Act of 1965
			 for drug-related offenses, and for other purposes.",A BILL,Introduced-in-House
BILLS-115hr202ih,https://www.govinfo.gov/content/pkg/BILLS-115hr202ih/xml/BILLS-115hr202ih.xml,"To amend the Fair Housing Act, to prohibit discrimination based on use of section 8 vouchers, and
			 for other purposes.",A BILL,Introduced-in-House
BILLS-115hr5153ih,https://www.govinfo.gov/content/pkg/BILLS-115hr5153ih/xml/BILLS-115hr5153ih.xml,"To amend the Internal Revenue Code of 1986 to allow a credit against tax for charitable donations
			 to nonprofit organizations providing workforce training and education
			 scholarships to qualified elementary and secondary students.",A BILL,Introduced-in-House
BILLS-115s2571is,https://www.govinfo.gov/content/pkg/BILLS-115s2571is/xml/BILLS-115s2571is.xml,"To reauthorize the Runaway and Homeless Youth Act, and for other purposes.",A BILL,Introduced-in-Senate
BILLS-115s1121is,https://www.govinfo.gov/content/pkg/BILLS-115s1121is/xml/BILLS-115s1121is.xml,To establish a postsecondary student data system.,A BILL,Introduced-in-Senate
BILLS-115hr1635rfs,https://www.govinfo.gov/content/pkg/BILLS-115hr1635rfs/xml/BILLS-115hr1635rfs.xml,"To amend the loan counseling requirements under the Higher Education Act of 1965, and for other
			 purposes.",AN ACT,Referred-in-Senate
BILLS-115hr1635eh,https://www.govinfo.gov/content/pkg/BILLS-115hr1635eh/xml/BILLS-115hr1635eh.xml,"To amend the loan counseling requirements under the Higher Education Act of 1965, and for other purposes.",AN ACT,Engrossed-in-House
BILLS-115hr5785ih,https://www.govinfo.gov/content/pkg/BILLS-115hr5785ih/xml/BILLS-115hr5785ih.xml,To advance Black families in the 21st century. ,A BILL,Introduced-in-House
BILLS-115s1674is,https://www.govinfo.gov/content/pkg/BILLS-115s1674is/xml/BILLS-115s1674is.xml,"To provide grants for the
			 repair, renovation, and construction of public elementary schools and
			 secondary
			 schools, to establish a school infrastructure bond program, and for other
			 purposes.",A BILL,Introduced-in-Senate
BILLS-115s748is,https://www.govinfo.gov/content/pkg/BILLS-115s748is/xml/BILLS-115s748is.xml,"To protect United States citizens and residents from unlawful profiling, arrest, and detention, and
			 for other
			 purposes.",A BILL,Introduced-in-Senate
BILLS-115hr5339ih,https://www.govinfo.gov/content/pkg/BILLS-115hr5339ih/xml/BILLS-115hr5339ih.xml,"To reauthorize the Runaway and Homeless Youth Act, and for other purposes.",A BILL,Introduced-in-House
BILLS-115hr6618ih,https://www.govinfo.gov/content/pkg/BILLS-115hr6618ih/xml/BILLS-115hr6618ih.xml,"To amend the Immigration and Nationality Act to stimulate international tourism to the United
			 States, and for other purposes.",A BILL,Introduced-in-House
BILLS-115hr2305ih,https://www.govinfo.gov/content/pkg/BILLS-115hr2305ih/xml/BILLS-115hr2305ih.xml,"To direct the Secretary of Education to award grants to State educational agencies to develop
			 comprehensive plans to strengthen elementary and secondary computer
			 science education, and for other purposes.",A BILL,Introduced-in-House
BILLS-115s2169is,https://www.govinfo.gov/content/pkg/BILLS-115s2169is/xml/BILLS-115s2169is.xml,"To establish a new higher education data system to allow for more accurate, complete, and secure
			 data on student retention, graduation, and earnings outcomes, at all
			 levels of postsecondary enrollment, and for other purposes.",A BILL,Introduced-in-Senate
BILLS-115s3110is,https://www.govinfo.gov/content/pkg/BILLS-115s3110is/xml/BILLS-115s3110is.xml,"To support educational entities in fully implementing title IX and reducing and preventing sex
			 discrimination in all areas of education.",A BILL,Introduced-in-Senate
BILLS-115hr6184ih,https://www.govinfo.gov/content/pkg/BILLS-115hr6184ih/xml/BILLS-115hr6184ih.xml,"To support educational entities in fully implementing title IX and reducing and preventing sex
			 discrimination in all areas of education.",A BILL,Introduced-in-House
BILLS-115s2081is,https://www.govinfo.gov/content/pkg/BILLS-115s2081is/xml/BILLS-115s2081is.xml,"To amend the loan counseling requirements under the Higher Education Act of 1965, and for other
			 purposes.",A BILL,Introduced-in-Senate
BILLS-115hr2434ih,https://www.govinfo.gov/content/pkg/BILLS-115hr2434ih/xml/BILLS-115hr2434ih.xml,To establish a postsecondary student data system.,A BILL,Introduced-in-House
BILLS-115s1312rfh,https://www.govinfo.gov/content/pkg/BILLS-115s1312rfh/xml/BILLS-115s1312rfh.xml,To prioritize the fight against human trafficking in the United States.,AN ACT,Referred-in-House
BILLS-115s3783is,https://www.govinfo.gov/content/pkg/BILLS-115s3783is/xml/BILLS-115s3783is.xml,"To direct the Secretary of Education to establish and carry out a grant program to make grants to
			 eligible institutions to plan and implement programs that provide
			 comprehensive support services and resources designed to increase transfer
			 and graduation rates at community colleges, and for other purposes.",A BILL,Introduced-in-Senate
BILLS-115hr4479ih,https://www.govinfo.gov/content/pkg/BILLS-115hr4479ih/xml/BILLS-115hr4479ih.xml,"To establish a new higher education data system to allow for more accurate, complete, and secure
			 data on student retention, graduation, and earnings outcomes, at all
			 levels of postsecondary enrollment, and for other purposes.",A BILL,Introduced-in-House
BILLS-115hr4601ih,https://www.govinfo.gov/content/pkg/BILLS-115hr4601ih/xml/BILLS-115hr4601ih.xml,To prioritize the fight against human trafficking in the United States.,A BILL,Introduced-in-House
BILLS-115s3616is,https://www.govinfo.gov/content/pkg/BILLS-115s3616is/xml/BILLS-115s3616is.xml,"To prohibit the use of restraints and restrictive housing on inmates during the period of
			 pregnancy, labor and postpartum recovery, to collect data on incarcerated
			 pregnant women in the United States and the results of such pregnancies,
			 to address the health needs of incarcerated women related to pregnancy and
			 childbirth, and for other purposes.",A BILL,Introduced-in-Senate
BILLS-115hr6805ih,https://www.govinfo.gov/content/pkg/BILLS-115hr6805ih/xml/BILLS-115hr6805ih.xml,"To prohibit the use of restraints and restrictive housing on inmates during the period of
			 pregnancy, labor and postpartum recovery, to collect data on incarcerated
			 pregnant women in the United States and the results of such pregnancies,
			 to address the health needs of incarcerated women related to pregnancy and
			 childbirth, and for other purposes.",A BILL,Introduced-in-House
BILLS-115hr4557rh,https://www.govinfo.gov/content/pkg/BILLS-115hr4557rh/xml/BILLS-115hr4557rh.xml,"To authorize the Secretary of Housing and Urban Development to provide disaster assistance to
			 States and units of general government under a community development block
			 grant disaster recovery program, and for other purposes.",A BILL,Reported-in-House
BILLS-115s1312es,https://www.govinfo.gov/content/pkg/BILLS-115s1312es/xml/BILLS-115s1312es.xml,To prioritize the fight against human trafficking in the United States.,AN ACT,Engrossed-in-Senate
BILLS-115hr3828ih,https://www.govinfo.gov/content/pkg/BILLS-115hr3828ih/xml/BILLS-115hr3828ih.xml,"To support educational entities in fully implementing title IX and reducing and preventing sex
			 discrimination in all areas of education.",A BILL,Introduced-in-House
BILLS-115hr2757ih,https://www.govinfo.gov/content/pkg/BILLS-115hr2757ih/xml/BILLS-115hr2757ih.xml,"To amend the Public Health Service Act to establish a National Center for Violence Prevention, and
			 for other purposes.",A BILL,Introduced-in-House
BILLS-115hr1635ih,https://www.govinfo.gov/content/pkg/BILLS-115hr1635ih/xml/BILLS-115hr1635ih.xml,"To amend the loan counseling requirements under the Higher Education Act of 1965, and for other
			 purposes.",A BILL,Introduced-in-House
BILLS-115hr711ih,https://www.govinfo.gov/content/pkg/BILLS-115hr711ih/xml/BILLS-115hr711ih.xml,"To prohibit States from carrying out more than one Congressional redistricting after a decennial
			 census and apportionment, to require States to conduct such redistricting
			 through independent commissions, and for other purposes.",A BILL,Introduced-in-House
BILLS-115s511is,https://www.govinfo.gov/content/pkg/BILLS-115s511is/xml/BILLS-115s511is.xml,"To provide for the sealing of records relating to Federal nonviolent criminal offenses related to
			 substance use disorders, and for other purposes.",A BILL,Introduced-in-Senate
BILLS-115hr1899ih,https://www.govinfo.gov/content/pkg/BILLS-115hr1899ih/xml/BILLS-115hr1899ih.xml,"To ensure the digital contents of electronic equipment and online accounts belonging to or in the
			 possession of United States persons entering or exiting the United States
			 are adequately protected at the border, and for other purposes.",A BILL,Introduced-in-House
BILLS-115s823is,https://www.govinfo.gov/content/pkg/BILLS-115s823is/xml/BILLS-115s823is.xml,"To ensure the digital contents of electronic equipment and online accounts belonging to or in the
			 possession of United
			 States persons entering or exiting the United States are adequately
			 protected at the border, and for other purposes.  ",A BILL,Introduced-in-Senate
BILLS-115hr3024ih,https://www.govinfo.gov/content/pkg/BILLS-115hr3024ih/xml/BILLS-115hr3024ih.xml,"To require certain standards and enforcement provisions to prevent child abuse and neglect in
			 residential programs, and for other purposes.",A BILL,Introduced-in-House
BILLS-115hr2475ih,https://www.govinfo.gov/content/pkg/BILLS-115hr2475ih/xml/BILLS-115hr2475ih.xml,"To provide for the long-term improvement of public school facilities, and for other purposes.",A BILL,Introduced-in-House
BILLS-115hr5017ih,https://www.govinfo.gov/content/pkg/BILLS-115hr5017ih/xml/BILLS-115hr5017ih.xml,"To amend the Department of Agriculture Reorganization Act of 1994 to reauthorize the Healthy Food
			 Financing Initiative, and for other purposes.",A BILL,Introduced-in-House
BILLS-115hr6946ih,https://www.govinfo.gov/content/pkg/BILLS-115hr6946ih/xml/BILLS-115hr6946ih.xml,"To establish an Early Learning Challenge Fund to support States in building and strengthening systems of high-quality early learning and development programs, and for other purposes.",A BILL,Introduced-in-House
BILLS-115s1421is,https://www.govinfo.gov/content/pkg/BILLS-115s1421is/xml/BILLS-115s1421is.xml,"To support educational entities in fully implementing title IX and reducing and preventing sex
			 discrimination in all areas of education.",A BILL,Introduced-in-Senate
BILLS-115s292rs,https://www.govinfo.gov/content/pkg/BILLS-115s292rs/xml/BILLS-115s292rs.xml,"To maximize discovery, and accelerate development and availability, of promising childhood cancer
			 treatments, and for other purposes.",A BILL,Reported-in-Senate
BILLS-115s2994is,https://www.govinfo.gov/content/pkg/BILLS-115s2994is/xml/BILLS-115s2994is.xml,"To deter, prevent, reduce, and respond to harassment in the workplace, including sexual harassment,
			 sexual assault, and harassment based on protected categories.",A BILL,Introduced-in-Senate
BILLS-115s2236is,https://www.govinfo.gov/content/pkg/BILLS-115s2236is/xml/BILLS-115s2236is.xml,"To require covered discrimination and covered harassment awareness and prevention training for
			 Members, officers, employees, interns, fellows, and detailees of Congress
			 within 30 days of employment and annually thereafter, to require a
			 biennial climate survey of Congress, to amend the enforcement process
			 under the Office of Congressional Workplace Rights for covered
			 discrimination and covered harassment complaints, and for other purposes.",A BILL,Introduced-in-Senate
BILLS-115hr712ih,https://www.govinfo.gov/content/pkg/BILLS-115hr712ih/xml/BILLS-115hr712ih.xml,"To prohibit States from carrying out more than one Congressional redistricting after a decennial
			 census and apportionment, to require States to conduct such redistricting
			 through independent commissions, and for other purposes.",A BILL,Introduced-in-House
BILLS-115s2689is,https://www.govinfo.gov/content/pkg/BILLS-115s2689is/xml/BILLS-115s2689is.xml,To provide a taxpayer bill of rights for small businesses.,A BILL,Introduced-in-Senate
BILLS-115s819is,https://www.govinfo.gov/content/pkg/BILLS-115s819is/xml/BILLS-115s819is.xml,"To amend the Fair Labor Standards Act of 1938 to provide more effective remedies to victims of
			 discrimination in the payment of wages on the basis of sex, and for other
			 purposes.",A BILL,Introduced-in-Senate
BILLS-115s3494is,https://www.govinfo.gov/content/pkg/BILLS-115s3494is/xml/BILLS-115s3494is.xml,"To amend titles XIX and XXI of the Social Security Act to improve Medicaid and the Children's
			 Health Insurance Program for low-income mothers.",A BILL,Introduced-in-Senate
BILLS-115hr2960ih,https://www.govinfo.gov/content/pkg/BILLS-115hr2960ih/xml/BILLS-115hr2960ih.xml,"To direct the Secretary of Education to establish and carry out a grant program to make grants to
			 eligible institutions to plan and implement programs that provide
			 comprehensive support services and resources designed to increase transfer
			 and graduation rates at community colleges, and for other purposes.",A BILL,Introduced-in-House
BILLS-115hr352ih,https://www.govinfo.gov/content/pkg/BILLS-115hr352ih/xml/BILLS-115hr352ih.xml,"To amend the Social Security Act to replace the Medicaid program and the Children’s Health
			 Insurance program with a block grant to the States, and for other
			 purposes.",A BILL,Introduced-in-House
BILLS-115hr1869ih,https://www.govinfo.gov/content/pkg/BILLS-115hr1869ih/xml/BILLS-115hr1869ih.xml,"To amend the Fair Labor Standards Act of 1938 to provide more effective remedies to victims of
			 discrimination in the payment of wages on the basis of sex, and for other
			 purposes.",A BILL,Introduced-in-House
BILLS-115hr1905ih,https://www.govinfo.gov/content/pkg/BILLS-115hr1905ih/xml/BILLS-115hr1905ih.xml,"To prohibit Federal agencies and Federal contractors from requesting that an applicant for
			 employment disclose criminal history record information before the
			 applicant has received a conditional offer, and for other purposes.",A BILL,Introduced-in-House
BILLS-115s756enr,https://www.govinfo.gov/content/pkg/BILLS-115s756enr/xml/BILLS-115s756enr.xml,"To reauthorize and amend the Marine Debris Act to promote international action to reduce
 marine debris, and for other purposes.",AN ACT,Enrolled-Bill
BILLS-115hr1468ih,https://www.govinfo.gov/content/pkg/BILLS-115hr1468ih/xml/BILLS-115hr1468ih.xml,"To authorize the cancellation of removal and adjustment of status of certain aliens who are
			 long-term United States residents and who entered the United States as
			 children, and for other purposes.",A BILL,Introduced-in-House
BILLS-115hr47ih,https://www.govinfo.gov/content/pkg/BILLS-115hr47ih/xml/BILLS-115hr47ih.xml,"To amend the Omnibus Crime Control and Safe Streets Act of 1968 to provide for the humane treatment
			 of youths who are in police custody, and for other purposes.",A BILL,Introduced-in-House
BILLS-115s842is,https://www.govinfo.gov/content/pkg/BILLS-115s842is/xml/BILLS-115s842is.xml,"To prohibit Federal agencies and Federal contractors from requesting that an applicant for
			 employment disclose criminal history record information before the
			 applicant has received a conditional offer, and for other purposes.",A BILL,Introduced-in-Senate
BILLS-115hr3773ih,https://www.govinfo.gov/content/pkg/BILLS-115hr3773ih/xml/BILLS-115hr3773ih.xml,"To amend the Child Care and Development Block Grant Act of 1990 and the Head Start Act to promote
			 child care and early learning, and for other purposes.",A BILL,Introduced-in-House
BILLS-115s3747pcs,https://www.govinfo.gov/content/pkg/BILLS-115s3747pcs/xml/BILLS-115s3747pcs.xml,"To provide for programs to help reduce the risk that prisoners will recidivate upon release from
			 prison, and for other purposes.",A BILL,Placed-on-Calendar-Senate
BILLS-115s756eas,https://www.govinfo.gov/content/pkg/BILLS-115s756eas/xml/BILLS-115s756eas.xml,,Senate Amendment to House Amendment:,
BILLS-115s1806is,https://www.govinfo.gov/content/pkg/BILLS-115s1806is/xml/BILLS-115s1806is.xml,"To amend the Child Care and Development Block Grant Act of 1990 and the Head Start Act to promote
			 child care and early learning, and for other purposes. ",A BILL,Introduced-in-Senate
BILLS-115s842rs,https://www.govinfo.gov/content/pkg/BILLS-115s842rs/xml/BILLS-115s842rs.xml,"To prohibit Federal agencies and Federal contractors from requesting that an applicant for
			 employment disclose criminal history record information before the
			 applicant has received a conditional offer, and for other purposes.",A BILL,Reported-in-Senate
BILLS-115hr5550ih,https://www.govinfo.gov/content/pkg/BILLS-115hr5550ih/xml/BILLS-115hr5550ih.xml,"To amend the Higher Education Act of 1965 to increase the maximum Federal Pell Grant amount, and
			 for other purposes.",A BILL,Introduced-in-House
BILLS-115hr5878ih,https://www.govinfo.gov/content/pkg/BILLS-115hr5878ih/xml/BILLS-115hr5878ih.xml,"To provide for a national strategy to address and overcome Lyme disease and other tick-borne
			 diseases, and for other purposes.",A BILL,Introduced-in-House
BILLS-115hr5900ih,https://www.govinfo.gov/content/pkg/BILLS-115hr5900ih/xml/BILLS-115hr5900ih.xml,"To provide for a national strategy to address and overcome Lyme disease and other tick-borne
			 diseases, and for other purposes.",A BILL,Introduced-in-House
BILLS-115hr820ih,https://www.govinfo.gov/content/pkg/BILLS-115hr820ih/xml/BILLS-115hr820ih.xml,"To maximize discovery, and accelerate development and availability, of promising childhood cancer
			 treatments, and for other purposes.",A BILL,Introduced-in-House
BILLS-115s292is,https://www.govinfo.gov/content/pkg/BILLS-115s292is/xml/BILLS-115s292is.xml,"To maximize discovery, and accelerate development and availability, of promising childhood cancer
			 treatments, and for other purposes.",A BILL,Introduced-in-Senate
BILLS-115hr6543ih,https://www.govinfo.gov/content/pkg/BILLS-115hr6543ih/xml/BILLS-115hr6543ih.xml,"To amend and strengthen the Higher Education Act of 1965 so that every student has a path to a
			 quality, debt-free degree or credential that leads to a rewarding career.",A BILL,Introduced-in-House
BILLS-115hr6406ih,https://www.govinfo.gov/content/pkg/BILLS-115hr6406ih/xml/BILLS-115hr6406ih.xml,"To deter, prevent, reduce, and respond to harassment in the workplace, including sexual harassment,
			 sexual assault, and harassment based on protected categories; and to amend
			 the Internal Revenue Code of 1986 to modify the tax treatment of amounts
			 related to employment discrimination and harassment in the workplace,
			 including sexual harassment, sexual assault, and harassment based on
			 protected categories.",A BILL,Introduced-in-House
BILLS-115s3802is,https://www.govinfo.gov/content/pkg/BILLS-115s3802is/xml/BILLS-115s3802is.xml,"To promote effective registered apprenticeships, for skills, credentials, and employment, and for
			 other purposes.",A BILL,Introduced-in-Senate
BILLS-115s1312enr,https://www.govinfo.gov/content/pkg/BILLS-115s1312enr/xml/BILLS-115s1312enr.xml,To prioritize the fight against human trafficking in the United States.,AN ACT,Enrolled-Bill
BILLS-115s1312eah,https://www.govinfo.gov/content/pkg/BILLS-115s1312eah/xml/BILLS-115s1312eah.xml,,AMENDMENT:,
BILLS-115s3340is,https://www.govinfo.gov/content/pkg/BILLS-115s3340is/xml/BILLS-115s3340is.xml,"To amend title II of the Higher Education Act of 1965 to provide for teacher, principal, and other
			 school leader quality enhancement.",A BILL,Introduced-in-Senate
BILLS-115hr3839ih,https://www.govinfo.gov/content/pkg/BILLS-115hr3839ih/xml/BILLS-115hr3839ih.xml,"To address slow economic growth and spur investment and development in underserved communities
			 across America.",A BILL,Introduced-in-House
BILLS-115s2724is,https://www.govinfo.gov/content/pkg/BILLS-115s2724is/xml/BILLS-115s2724is.xml,"To reform the use of solitary confinement and other forms of restrictive housing in the Bureau of
			 Prisons, and for other purposes. ",A BILL,Introduced-in-Senate
BILLS-115hr3440ih,https://www.govinfo.gov/content/pkg/BILLS-115hr3440ih/xml/BILLS-115hr3440ih.xml,"To authorize the cancellation of removal and adjustment of status of certain individuals who are
			 long-term United States residents and who entered the United States as
			 children and for other purposes.",A BILL,Introduced-in-House
BILLS-115s1615is,https://www.govinfo.gov/content/pkg/BILLS-115s1615is/xml/BILLS-115s1615is.xml,"To authorize the cancellation of removal and adjustment of status of certain individuals who are
			 long-term United States residents and who entered the United States as
			 children, and for other purposes. 
",A BILL,Introduced-in-Senate
BILLS-115hr6964enr,https://www.govinfo.gov/content/pkg/BILLS-115hr6964enr/xml/BILLS-115hr6964enr.xml,"To reauthorize and improve the Juvenile Justice and Delinquency Prevention Act of 1974, and for other purposes.",AN ACT,Enrolled-Bill
BILLS-115hr6964eas,https://www.govinfo.gov/content/pkg/BILLS-115hr6964eas/xml/BILLS-115hr6964eas.xml,,Amendment:,
BILLS-115hr6964pcs,https://www.govinfo.gov/content/pkg/BILLS-115hr6964pcs/xml/BILLS-115hr6964pcs.xml,"To reauthorize and improve the Juvenile Justice and Delinquency Prevention Act of 1974, and for
			 other purposes.",AN ACT,Placed-on-Calendar-Senate
BILLS-115hr1084ih,https://www.govinfo.gov/content/pkg/BILLS-115hr1084ih/xml/BILLS-115hr1084ih.xml,"To address slow economic growth and spur investment and development in underserved communities
			 across America.",A BILL,Introduced-in-House
BILLS-115hr5040ih,https://www.govinfo.gov/content/pkg/BILLS-115hr5040ih/xml/BILLS-115hr5040ih.xml,"To authorize the President to control the export, reexport, and transfer of commodities, software,
			 and technology to protect the national security, and to promote the
			 foreign policy, of the United States, and for other purposes.",A BILL,Introduced-in-House
BILLS-115hr6964eh,https://www.govinfo.gov/content/pkg/BILLS-115hr6964eh/xml/BILLS-115hr6964eh.xml,"To reauthorize and improve the Juvenile Justice and Delinquency Prevention Act of 1974, and for other purposes.",AN ACT,Engrossed-in-House
BILLS-115s1852is,https://www.govinfo.gov/content/pkg/BILLS-115s1852is/xml/BILLS-115s1852is.xml,"To authorize the cancellation of removal and adjustment of status of certain aliens who are
			 long-term United States residents and who entered the United States as
			 children, and for other purposes.",A BILL,Introduced-in-Senate
BILLS-115s3478is,https://www.govinfo.gov/content/pkg/BILLS-115s3478is/xml/BILLS-115s3478is.xml,"To require the Secretary of Homeland Security to develop a comprehensive strategy for maintaining
			 situational awareness and
			 operational control of high traffic areas along the borders, to address
			 the protective custody of alien children
			 accompanied by parents, to strengthen accountability for deployment of
			 border security technology at the Department of
			 Homeland Security, to encourage Federal agencies to coordinate on 
			 research and the development of
			 technology to combat	illicit opioid importation, to establish a narcotic
			 drug screening technology pilot program to combat illicit opioid
			 importation, and for other purposes.",A BILL,Introduced-in-Senate
BILLS-115hr5592ih,https://www.govinfo.gov/content/pkg/BILLS-115hr5592ih/xml/BILLS-115hr5592ih.xml,"To provide for certain authorities of the Department of State, and for other purposes.",A BILL,Introduced-in-House
BILLS-115hr7059ih,https://www.govinfo.gov/content/pkg/BILLS-115hr7059ih/xml/BILLS-115hr7059ih.xml,"To fund construction of the southern border wall and to ensure compliance with Federal immigration
			 law.",A BILL,Introduced-in-House
BILLS-115hr1809rds,https://www.govinfo.gov/content/pkg/BILLS-115hr1809rds/xml/BILLS-115hr1809rds.xml,"To reauthorize and improve the Juvenile Justice and Delinquency Prevention Act of 1974, and for
			 other purposes.",AN ACT,Received-in-Senate
BILLS-115hr1809pcs,https://www.govinfo.gov/content/pkg/BILLS-115hr1809pcs/xml/BILLS-115hr1809pcs.xml,"To reauthorize and improve the Juvenile Justice and Delinquency Prevention Act of 1974, and for
			 other purposes.",AN ACT,Placed-on-Calendar-Senate
BILLS-115hr1809ih,https://www.govinfo.gov/content/pkg/BILLS-115hr1809ih/xml/BILLS-115hr1809ih.xml,"To reauthorize and improve the Juvenile Justice and Delinquency Prevention Act of 1974, and for
			 other purposes.",A BILL,Introduced-in-House
BILLS-115hr1809eh,https://www.govinfo.gov/content/pkg/BILLS-115hr1809eh/xml/BILLS-115hr1809eh.xml,"To reauthorize and improve the Juvenile Justice and Delinquency Prevention Act of 1974, and for other purposes.",AN ACT,Engrossed-in-House
BILLS-115hr1102ih,https://www.govinfo.gov/content/pkg/BILLS-115hr1102ih/xml/BILLS-115hr1102ih.xml,"To require States to conduct Congressional redistricting through independent commissions, and for
			 other purposes.",A BILL,Introduced-in-House
BILLS-115hr1809rh,https://www.govinfo.gov/content/pkg/BILLS-115hr1809rh/xml/BILLS-115hr1809rh.xml,"To reauthorize and improve the Juvenile Justice and Delinquency Prevention Act of 1974, and for other purposes.",A BILL,Reported-in-House
BILLS-115hr1111ih,https://www.govinfo.gov/content/pkg/BILLS-115hr1111ih/xml/BILLS-115hr1111ih.xml,"To establish a Department of Peacebuilding, and for other purposes.",A BILL,Introduced-in-House
BILLS-115s1437is,https://www.govinfo.gov/content/pkg/BILLS-115s1437is/xml/BILLS-115s1437is.xml,"To modernize voter registration, promote access to voting for individuals with disabilities,
			 protect the ability of individuals to exercise the right to vote in
			 elections for Federal office, and for other purposes.",A BILL,Introduced-in-Senate
BILLS-115hr12ih,https://www.govinfo.gov/content/pkg/BILLS-115hr12ih/xml/BILLS-115hr12ih.xml,"To modernize voter registration, promote access to voting for individuals with disabilities,
			 protect the ability of individuals to exercise the right to vote in
			 elections for Federal office, and for other purposes.",A BILL,Introduced-in-House
BILLS-115s162is,https://www.govinfo.gov/content/pkg/BILLS-115s162is/xml/BILLS-115s162is.xml,To restore Second Amendment rights in the District of Columbia.,A BILL,Introduced-in-Senate
BILLS-115s1631is,https://www.govinfo.gov/content/pkg/BILLS-115s1631is/xml/BILLS-115s1631is.xml,"To authorize the Department of State for Fiscal Year 2018, and for other purposes.",A BILL,Introduced-in-Senate
BILLS-115hr3671ih,https://www.govinfo.gov/content/pkg/BILLS-115hr3671ih/xml/BILLS-115hr3671ih.xml,"To justly transition away from fossil fuel sources of energy to 100 percent clean energy by 2035,
			 and for other purposes.",A BILL,Introduced-in-House
BILLS-115hr1537ih,https://www.govinfo.gov/content/pkg/BILLS-115hr1537ih/xml/BILLS-115hr1537ih.xml,To restore Second Amendment rights in the District of Columbia.,A BILL,Introduced-in-House
BILLS-115s2158is,https://www.govinfo.gov/content/pkg/BILLS-115s2158is/xml/BILLS-115s2158is.xml,"To amend the Foreign Intelligence Surveillance Act of 1978 to clarify and improve the procedures
			 and accountability for authorizing certain acquisitions of foreign
			 intelligence, to extend title VII of such Act, to ensure that the barriers
			 to sharing critical foreign intelligence among the intelligence community
			 that existed before September 11, 2001, are not reimposed, and for other
			 purposes.",A BILL,Introduced-in-Senate
